PRODUCT_CODE;VENDOR_CODE;PRODUCT_NAME;PRODUCT_COLOR;BRAND;TYPE
PR20624;20893486;Deville;Blue;B4326;T247
PR20625;64301484;Cowman;Blue;B4947;T238
PR20626;68446609;Badger;Blue;B2767;T215
PR20627;09657478;Woodard;Blue;B3776;T321
PR20628;35539553;Cogar;Blue;B3798;T141
PR20629;39309559;Harris;Blue;B1592;T160
PR20630;74699984;Simon;Blue;B2888;T224
PR20631;39845014;Roark;Purple;B5118;T245
PR20632;47513566;Belser;Black;B2471;T203
PR20633;18595315;Whitehead;Black;B2744;T391
PR20634;37145368;Rieder;Blue;B5079;T199
PR20635;18560107;Curtis;Blue;B3879;T314
PR20636;28544044;Turner;Black;B4163;T212
PR20637;61966632;Heide;Green;B2264;T163
PR20638;30336384;Thomason;Green;B5497;T232
PR20639;38829702;Tullis;Yellow;B5788;T273
PR20640;87670573;Clement;Purple;B5172;T350
PR20641;09768518;Gamino;Brown;B2252;T241
PR20642;60382718;Lee;Black;B4113;T215
PR20643;26719973;Bengtson;Blue;B4905;T231
PR20644;19165070;Zhou;Green;B4097;T250
PR20645;40434304;Austin;Purple;B3713;T247
PR20646;91545495;Clever;Orange;B5412;T318
PR20647;44294632;Forrest;Blue;B4581;T155
PR20648;91136221;Mora;Purple;B3531;T304
PR20649;70145878;Best;Purple;B3794;T335
PR20650;22937996;Henderson;Blue;B3302;T200
PR20651;82200723;Carroll;Blue;B4467;T218
PR20652;81122100;Jackson;Blue;B3095;T263
PR20653;62366693;Ludwig;Brown;B5922;T262
PR20654;73250325;Garren;Blue;B5177;T238
PR20655;06103805;Negron;Yellow;B4011;T186
PR20656;89621321;Garza;Green;B5264;T209
PR20657;74784870;Dean;Green;B1748;T241
PR20658;87050242;Taing;Orange;B3252;T163
PR20659;69991189;Sparks;Blue;B4537;T275
PR20660;46838914;McMillan;Blue;B3708;T220
PR20661;07719099;Wolff;Blue;B3714;T252
PR20662;76947705;Beasley;Purple;B3224;T177
PR20663;69949476;Stacey;Black;B5903;T322
PR20664;58628964;Swarey;White;B5021;T275
PR20665;72522534;Kemp;Blue;B2435;T306
PR20666;19101316;Leitch;Blue;B3957;T125
PR20667;42706397;Anderson;Silver;B3640;T282
PR20668;23585402;Chance;Black;B4134;T217
PR20669;24251284;Wellington;Blue;B4366;T185
PR20670;00910949;Smith;Purple;B4183;T356
PR20671;35661284;Puckett;Blue;B4527;T247
PR20672;07745205;Tanaka;Blue;B6343;T154
PR20673;91166981;Spencer;Blue;B3106;T238
PR20674;97967802;Hylton;Brown;B2134;T373
PR20675;26403296;Okamoto;Blue;B5503;T121
PR20676;42261552;Meyers;Orange;B4424;T262
PR20677;94493270;Wiese;Blue;B3186;T270
PR20678;40697222;Atkinson;Purple;B4375;T269
PR20679;13825021;Matos;Blue;B4215;T223
PR20680;21489070;Deramus;Blue;B4033;T316
PR20681;41686045;Tobias;Blue;B3689;T239
PR20682;22249358;Fink;Yellow;B2865;T201
PR20683;79103996;Kish;Black;B2519;T226
PR20684;46384936;Price;Blue;B4039;T356
PR20685;73347666;Palmisano;Green;B4283;T250
PR20686;99807509;Kelley;Red;B4466;T246
PR20687;51803038;Handley;Black;B3879;T267
PR20688;21487062;Boudreau;Black;B3497;T258
PR20689;06930727;Lee;Red;B4461;T242
PR20690;65876342;Winters;Purple;B1644;T304
PR20691;13506885;Patrick;Orange;B4556;T216
PR20692;36165433;Hoover;Blue;B4542;T237
PR20693;31870539;Millette;Black;B4281;T215
PR20694;34989906;Smith;Blue;B4012;T337
PR20695;30478441;Salgado;Blue;B4918;T221
PR20696;93979867;Leibowitz;Blue;B3142;T207
PR20697;19508387;Lewis;Blue;B4905;T300
PR20698;40492326;Martinez;Red;B3928;T266
PR20699;58394196;Donovan;Blue;B4057;T199
PR20700;12654708;Dotson;Blue;B2011;T310
PR20701;16984528;Stuckey;Orange;B3793;T294
PR20702;60887895;Belcher;Black;B3876;T305
PR20703;78095587;Modica;Blue;B3581;T201
PR20704;59715664;Perkins;Blue;B5780;T161
PR20705;75689319;Clark;Blue;B4338;T269
PR20706;64405735;Ridlon;Green;B4218;T268
PR20707;21399152;Courtney;Blue;B3004;T211
PR20708;81919925;Wade;Blue;B4271;T369
PR20709;52103884;James;Blue;B4409;T242
PR20710;03600632;Jones;Blue;B3111;T347
PR20711;51306901;Florez;Blue;B2999;T202
PR20712;64486583;Richter;Blue;B4688;T169
PR20713;29122532;Dinardo;Blue;B3247;T198
PR20714;28207388;Howell;Black;B5182;T285
PR20715;83152721;Cooper;Brown;B4615;T209
PR20716;80919227;Stokes;Blue;B4111;T263
PR20717;72071205;Neville;Purple;B3858;T171
PR20718;86265544;Ward;Blue;B3206;T182
PR20719;96744959;Gonzales;Black;B3399;T245
PR20720;14256822;Applegate;Black;B4290;T292
PR20721;70524668;Chapman;Red;B2789;T237
PR20722;83558775;Luong;Black;B3247;T336
PR20723;13144547;Davis;Green;B2676;T299
PR20724;25169298;Wells;Purple;B2905;T293
PR20725;90815542;Moore;Blue;B2628;T162
PR20726;85617655;Swift;Blue;B4544;T179
PR20727;53237386;Hoehn;Blue;B4597;T322
PR20728;17635504;Phu;Green;B1706;T244
PR20729;38684906;Garcia;Green;B1584;T223
PR20730;88915965;Silva;Blue;B3286;T192
PR20731;86468367;Goodman;Red;B4409;T074
PR20732;32189703;Lee;Orange;B3464;T292
PR20733;61551254;Vasquez;Blue;B5270;T324
PR20734;05222160;McHugh;Blue;B3439;T220
PR20735;49311666;Ash;Blue;B3588;T241
PR20736;36384799;Harman;Blue;B3869;T115
PR20737;50223592;Coleman;Purple;B4711;T306
PR20738;35108510;Clark;Blue;B3460;T280
PR20739;47207379;Temple;Green;B4224;T219
PR20740;00839249;Lafountain;Blue;B3951;T233
PR20741;41626856;Achenbach;Blue;B3310;T257
PR20742;03543884;Pedersen;Red;B4207;T245
PR20743;12785097;Baugher;Green;B1787;T275
PR20744;68418062;Calderon;Yellow;B4368;T316
PR20745;60787676;Yarbrough;Green;B3142;T221
PR35931;01328714;Robitaille;Blue;B5714;T184
PR35932;18528011;Pritchett;Green;B2591;T207
PR35933;12146940;Proctor;Purple;B3624;T161
PR35934;71638214;Brundage;Orange;B5943;T194
PR35935;73962215;Gonzalez;Purple;B6721;T263
PR35936;64529518;Patterson;Blue;B4340;T349
PR35937;63294670;Lingo;Purple;B2463;T288
PR35938;71794930;Carter;Green;B2950;T272
PR35939;36410147;Taylor;Blue;B2815;T193
PR35940;88739083;Nguyen;Black;B4026;T180
PR35941;44113915;Morita;Red;B3596;T317
PR35942;74329423;Mathis;Blue;B4117;T290
PR35943;37467185;Harris;Black;B3681;T275
PR35944;06095877;Desimone;Blue;B4605;T216
PR35945;17264668;Beekman;Orange;B4433;T329
PR35946;56027680;Kubik;Blue;B3432;T393
PR35947;46332410;Hudson;Green;B3761;T288
PR35948;55956234;Licht;Black;B3805;T198
PR35949;45385725;Coleman;Orange;B3454;T285
PR35950;03192055;Anderson;Blue;B3426;T299
PR35951;99119868;Krantz;Blue;B4275;T345
PR35952;38579646;Arnold;Green;B3442;T279
PR35953;15500744;Jackson;Blue;B4739;T231
PR35954;86221788;Pereda;Blue;B4790;T244
PR35955;32086615;Chavez;Blue;B5640;T329
PR35956;69532995;Nguyen;Green;B4464;T304
PR35957;07020178;Brady;Green;B4494;T281
PR35958;13410560;Edison;Red;B4727;T292
PR35959;88830262;Jones;Blue;B4650;T243
PR35960;16562369;Orr;Blue;B4117;T414
PR35961;87124748;Randall;Blue;B2151;T256
PR35962;83123722;Abrams;Blue;B5658;T343
PR35963;50462360;Morris;Black;B3325;T243
PR35964;55379478;Rice;Green;B4817;T157
PR35965;76831258;Samuelson;Blue;B4673;T257
PR35966;09377079;Farrow;Blue;B3862;T202
PR35967;08574459;Valentine;Green;B3043;T302
PR35968;98878938;Britt;Red;B4323;T219
PR35969;65844649;Sipes;Blue;B5432;T337
PR35970;61790983;Barnes;Black;B3111;T257
PR35971;12462564;McAteer;Purple;B5600;T246
PR35972;23296527;Jackson;Blue;B4388;T298
PR35973;24247604;Jenkins;Blue;B3078;T318
PR35974;44187940;Boerner;Blue;B3878;T277
PR35975;70976544;Bleau;Green;B6183;T244
PR35976;65255417;Zimmerman;Blue;B5356;T316
PR35977;59031025;Hernandez;Blue;B5161;T311
PR35978;16824812;Vigna;Blue;B4682;T231
PR35979;91386618;Stout;Purple;B5112;T242
PR35980;74330647;Jackson;Purple;B4433;T339
PR35981;31022757;Young;Blue;B3591;T182
PR35982;81851417;Macklin;Blue;B4323;T298
PR35983;38921156;Whitney;Green;B4603;T142
PR35984;93302610;Escobar;Blue;B4375;T367
PR35985;22771874;Cron;Green;B4964;T225
PR35986;69989595;Rizzo;Red;B3222;T224
PR35987;73457492;Hollis;Green;B4550;T235
PR35988;89071046;Kennemer;Blue;B3494;T354
PR35989;93667213;Hicks;Green;B4212;T194
PR35990;05342648;Bennett;Blue;B3485;T189
PR35991;77689348;Holleman;Brown;B3441;T263
PR35992;64570440;Fowler;Purple;B1758;T234
PR35993;88412525;Lattimore;Green;B3618;T266
PR35994;15679143;Brown;Blue;B5175;T259
PR35995;21241417;Badger;Red;B5788;T228
PR35996;90772188;German;Red;B3125;T179
PR35997;66893452;Essex;Purple;B3562;T290
PR35998;54443863;Potter;Green;B2918;T141
PR35999;80295690;Swanson;Yellow;B5357;T241
PR36000;56873351;Cruz;Blue;B4118;T269
PR36001;66931034;Gordon;Blue;B4792;T271
PR36002;82793959;Miller;Blue;B4381;T273
PR36003;34542303;Dorfman;Purple;B5568;T222
PR36004;04354474;Coleman;Yellow;B2284;T354
PR36005;49400881;Bertrand;Blue;B3893;T284
PR36006;51369757;McMillan;Blue;B4225;T258
PR36007;45516337;Mata;Blue;B4219;T236
PR36008;20600225;Reed;Red;B2341;T332
PR36009;96967160;Fay;Blue;B4414;T253
PR36010;22304231;Gonzalez;Blue;B3297;T299
PR36011;66430194;Bailey;Blue;B3519;T211
PR36012;41891660;Huff;Red;B5413;T167
PR36013;61163412;Williams;Blue;B3453;T241
PR36014;10952312;Mazon;Blue;B4505;T186
PR36015;92902294;Miller;Green;B2916;T235
PR36016;87465790;Upchurch;Green;B3797;T263
PR36017;43921332;Johnson;Blue;B4356;T157
PR36018;11190126;Johnson;Green;B3407;T252
PR36019;44424337;Raney;Orange;B4302;T331
PR36020;82834272;Lucero;Blue;B4625;T253
PR36021;87850071;Thompson;Black;B4302;T365
PR36022;51268941;Desmarais;Brown;B2848;T295
PR36023;96894303;Weeks;Blue;B5722;T172
PR36024;76910822;Collins;Blue;B4951;T265
PR36025;56874218;Thomas;Blue;B5299;T243
PR36026;46733686;Abdullah;Blue;B3099;T298
PR36027;15690535;Dixon;Blue;B4915;T248
PR36028;93127057;Smith;Blue;B3934;T260
PR36029;86005007;Nichols;Blue;B3612;T229
PR36030;89961073;Green;Blue;B3586;T287
PR36031;84018922;Redd;Green;B4981;T258
PR36032;69202335;Toomer;Red;B4462;T145
PR36033;77217336;Morrison;Purple;B3297;T315
PR36034;45649897;Halverson;Blue;B4904;T222
PR36035;06079831;Paull;Blue;B5845;T210
PR36036;78303527;Montes;Green;B4161;T272
PR36037;75988127;Miller;Blue;B4668;T334
PR36038;18171445;Montgomery;Blue;B3108;T213
PR36039;36261580;Hall;Blue;B3505;T320
PR36040;52005174;Fickes;Blue;B4397;T225
PR36041;29677557;Martinez;Blue;B3015;T247
PR36042;78358181;Moss;Red;B5634;T227
PR36043;24546638;Sharp;Orange;B5032;T221
PR36044;22048759;Sierra;Green;B4885;T257
PR36045;20331521;Atkins;Black;B3478;T319
PR36046;78324523;Pfister;Blue;B3316;T198
PR36047;24100629;Robinson;Blue;B5572;T321
PR36048;57948754;Graves;Black;B4348;T294
PR36049;96844552;Cartwright;Silver;B3876;T234
PR36050;94271206;Holland;Blue;B4332;T283
PR36051;34682234;Sheehan;Blue;B3908;T198
PR36052;47819129;Cottrell;Silver;B5193;T199
PR36053;91233377;Sheckler;Black;B3937;T274
PR36054;39355608;Risinger;Blue;B2902;T198
PR36055;92986494;Patchell;Red;B3314;T177
PR36056;97031578;Irwin;Blue;B4905;T310
PR36057;66311994;Winship;Green;B3045;T312
PR36058;63806735;Davy;Green;B3681;T228
PR36059;42710974;Ronquillo;Red;B3374;T241
PR36060;15032292;Osgood;Purple;B3934;T274
PR36061;13721884;Miller;Blue;B3190;T288
PR36062;71783311;Nelson;Green;B5014;T271
PR36063;92327030;Johnson;Blue;B4139;T331
PR36064;36698932;Freeman;Red;B3838;T213
PR36065;59845733;Thomas;Green;B4397;T200
PR36066;17910000;Suber;Blue;B4072;T150
PR36067;37305743;Davis;Green;B4913;T120
PR36068;70441955;Jones;Blue;B3844;T304
PR36069;04011319;Miller;Blue;B3600;T308
PR36070;65856583;Wrigley;Blue;B5004;T280
PR36071;68021388;Stokes;Blue;B3658;T281
PR36072;63349152;Zimmerman;Green;B4316;T152
PR36073;87308152;Dore;Orange;B4946;T274
PR36074;53231929;Hunter;Red;B3575;T202
PR36075;52092376;Luong;Blue;B4735;T297
PR36076;31924616;Tann;Blue;B3322;T330
PR36077;10834577;Wilson;Green;B7007;T341
PR36078;01454626;Thornton;Blue;B2934;T304
PR36079;21649650;Defranco;Red;B3916;T186
PR36080;20667766;Reiss;Blue;B2958;T371
PR36081;49965427;Bass;Blue;B4785;T199
PR36082;18964367;Wherry;Blue;B3864;T281
PR36083;32245601;Hucks;Green;B2054;T313
PR36084;68431547;Logsdon;Blue;B4495;T251
PR36085;53502398;Alvarado;Red;B4955;T247
PR36086;99004871;Ingle;Purple;B2874;T218
PR36087;10273874;Albarran;Orange;B3374;T287
PR36088;84841779;Lease;Blue;B5038;T192
PR36089;78919696;White;Silver;B3197;T359
PR36090;32025337;Franklin;Red;B2624;T149
PR36091;52810662;Norwood;Orange;B4007;T308
PR36092;61445098;Mason;Purple;B4809;T236
PR36093;10603814;Thomas;Blue;B3387;T144
PR36094;61275509;Smith;Blue;B2422;T371
PR36095;27334180;Hills;White;B4903;T287
PR36096;47628868;Tucker;Green;B3049;T195
PR36097;59137021;Williams;Blue;B4736;T172
PR36098;66693315;Parker;Blue;B3209;T283
PR36099;65298806;Orr;Blue;B3880;T273
PR36100;03286887;Cornell;Blue;B4526;T277
PR36101;12148071;Haynes;Purple;B4291;T293
PR36102;05500456;Lambert;Purple;B4099;T306
PR36103;05404912;Rivera;Blue;B5579;T380
PR36104;68740802;Harris;Black;B5469;T368
PR36105;47252738;Dykema;Blue;B4819;T243
PR36106;56910892;Dominguez;Blue;B3402;T245
PR36107;85805053;Atencio;Green;B4889;T085
PR36108;30062436;Peters;Red;B3083;T291
PR36109;20908372;Hawkins;Blue;B2777;T269
PR36110;88074788;Groce;Blue;B2936;T344
PR36111;90798406;Engel;Purple;B2057;T250
PR36112;78373188;Dimattia;Blue;B4631;T293
PR36113;61826423;Mauch;Green;B2936;T244
PR38854;43636702;Robinson;Blue;B3901;T248
PR38855;94492438;Sanchez;Purple;B4303;T215
PR38856;40718868;Saul;Brown;B4660;T360
PR38857;42385048;Staggers;Green;B5135;T354
PR38858;60641469;Schultz;Orange;B3362;T236
PR38859;09895370;Watson;Brown;B4439;T224
PR38860;74458519;Ross;Blue;B4118;T213
PR38861;90389380;Barnes;Blue;B3870;T246
PR38862;84318447;Hullinger;Red;B4172;T318
PR38863;10897524;Hays;Blue;B2802;T153
PR38864;54172725;Mayer;Red;B2556;T328
PR38865;50701423;Schaffner;Green;B4202;T321
PR38866;48235616;Young;Blue;B4297;T238
PR38867;75524184;Davis;Silver;B3728;T209
PR38868;85103791;Chapman;Purple;B3163;T237
PR38869;96249676;Doolittle;Blue;B1547;T260
PR38870;39025749;Freeman;Green;B4961;T341
PR38871;86337162;Muncy;Silver;B3496;T335
PR38872;84954547;Levinson;Purple;B2683;T257
PR38873;98026465;Kimes;Purple;B5482;T184
PR38874;05015280;Hanson;Blue;B4763;T230
PR38875;20144381;Sours;Blue;B3308;T258
PR38876;07270254;Galloway;Purple;B4729;T280
PR38877;39290264;Benninger;Black;B1850;T247
PR38878;61065495;Delmonte;Purple;B3933;T247
PR38879;77485327;Durham;Blue;B3123;T303
PR38880;90243330;Smith;Green;B3487;T285
PR38881;80317688;Thurston;Blue;B5031;T249
PR38882;75891508;Wilkerson;Blue;B6424;T326
PR38883;27589710;Juhl;Red;B4527;T219
PR38884;63983916;Rojas;Blue;B4656;T274
PR38885;57643970;Dambrosio;Blue;B3053;T341
PR38886;47740501;Norris;Black;B4765;T295
PR38887;46062376;Allen;Blue;B4343;T188
PR38888;94102278;Duncan;Blue;B2994;T229
PR38889;23591293;Nixon;Green;B4508;T213
PR38890;69517076;Mason;Blue;B3259;T103
PR38891;94247798;Sosa;Blue;B5022;T226
PR38892;62896406;Garcia;Blue;B3932;T267
PR38893;44358567;McFadden;Blue;B5285;T275
PR38894;02524875;Robinson;Blue;B3056;T333
PR38895;47358334;Hwang;White;B5317;T305
PR38896;00671827;Bacote;Blue;B4353;T222
PR38897;36264888;Lawrence;Blue;B4112;T279
PR38898;02904810;Hawk;Purple;B3799;T147
PR38899;17767551;Ramsey;Blue;B3991;T187
PR38900;10607732;Bailey;Green;B4527;T300
PR38901;70885855;Sibley;Purple;B4307;T246
PR38902;32853983;Hernandez;Blue;B2004;T212
PR38903;79821334;Miller;Blue;B4945;T308
PR38904;50845330;Burnett;Red;B4868;T244
PR38905;47528052;Smith;Purple;B2964;T348
PR38906;67227178;Edwards;Blue;B4461;T294
PR38907;65820606;Freeman;Silver;B3827;T350
PR38908;04772705;Wolken;Blue;B4209;T212
PR38909;89943140;Rodriguez;Black;B4760;T278
PR38910;13124383;Schneider;White;B2699;T211
PR38911;66876376;Jensen;Orange;B6235;T354
PR38912;57687217;Montgomery;Green;B4640;T233
PR38913;11513033;Burrow;Black;B3175;T282
PR38914;45697275;Hughes;Green;B4537;T329
PR38915;75981476;Seibert;Black;B2923;T258
PR38916;72241761;Schwartz;Red;B4463;T196
PR38917;16832667;Haslett;Blue;B4992;T341
PR38918;12585824;Robinson;Brown;B4133;T263
PR38919;12684087;Gomez;Blue;B1752;T280
PR38920;20797828;Jones;Blue;B1466;T168
PR38921;03432786;Robinson;Blue;B5132;T175
PR38922;02411627;Wilkins;Blue;B2622;T277
PR38923;69817632;Baker;Yellow;B4582;T347
PR38924;83123909;Maddox;Orange;B4146;T234
PR38925;05180673;Lott;Blue;B5453;T316
PR38926;11045063;Poff;Green;B3749;T284
PR38927;01143822;Bing;Black;B3755;T279
PR38928;70037318;Luera;Red;B5078;T274
PR38929;73385883;Allen;Red;B2903;T410
PR38930;93762738;Santos;Blue;B4803;T220
PR38931;44054344;Comer;Blue;B3282;T291
PR38932;28972194;Berthiaume;Blue;B4411;T236
PR38933;51815725;Jacobsen;Green;B4728;T293
PR38934;57240166;Martinez;Orange;B3216;T161
PR38935;00966313;Todd;Blue;B4281;T276
PR38936;59100375;Robles;Black;B1747;T305
PR38937;44643163;Joiner;Purple;B4471;T362
PR38938;52682826;Phillips;Red;B4724;T205
PR38939;40059848;Weatherford;Red;B3438;T243
PR38940;44129901;Williams;Blue;B4193;T205
PR38941;64242181;Romriell;Blue;B4598;T291
PR38942;94129570;Person;Orange;B0763;T302
PR38943;24233154;Ray;Blue;B2518;T284
PR38944;28488818;McDonald;Black;B4266;T296
PR38945;66579349;Pender;Purple;B4919;T212
PR38946;77902416;Huizenga;Blue;B3727;T221
PR38947;17071923;Nordin;Silver;B5052;T203
PR38948;11250857;Funk;Green;B4060;T227
PR38949;53809090;Rios;Blue;B4521;T340
PR38950;85647903;Stine;Blue;B2266;T272
PR38951;83424481;Larue;Red;B4004;T158
PR38952;52269107;Henderson;Green;B3481;T255
PR38953;05263931;Barron;Blue;B3323;T319
PR38954;46785666;Brown;Blue;B3373;T274
PR38955;90530691;Torres;Green;B4013;T322
PR38956;32896918;Parham;Blue;B3560;T336
PR38957;35095610;Cantu;Blue;B5274;T262
PR38958;76062379;Forsythe;Silver;B3133;T281
PR38959;72141623;Maxwell;Black;B2843;T262
PR38960;71890806;Shaffer;Blue;B4583;T239
PR38961;72254906;Keith;Blue;B3003;T315
PR38962;33992193;Laurent;Purple;B3193;T265
PR38963;55154920;Kline;Blue;B3674;T242
PR38964;30968534;Martin;Blue;B4409;T140
PR38965;46547505;Strange;Blue;B3565;T261
PR38966;46050716;Arteaga;Blue;B4686;T264
PR38967;36468280;Wells;White;B3348;T331
PR38968;49412459;Foster;Black;B4367;T159
PR38969;11942843;Hunter;Purple;B3871;T251
PR38970;13610467;Orr;Blue;B3828;T246
PR38971;91625617;Jenkins;Blue;B2590;T195
PR38972;58093597;Fisher;Black;B4304;T357
PR38973;10049258;Wyatt;Blue;B3808;T203
PR38974;45929691;Johnson;White;B4159;T184
PR38975;79584934;Brown;Green;B4644;T295
PR38976;25892391;Lambert;Red;B4361;T257
PR38977;60093153;Ashe;White;B4313;T265
PR38978;24599703;May;Blue;B4421;T261
PR38979;06309879;Rice;Blue;B3433;T347
PR38980;24437846;Kaplan;Blue;B4749;T338
PR38981;37578551;Hardy;White;B6356;T334
PR38982;75253729;Black;Blue;B3960;T276
PR38983;24343062;Reavis;Blue;B5093;T177
PR38984;08460084;Hines;Purple;B4817;T212
PR38985;82340754;Wann;Green;B3710;T175
PR38986;98250878;Parmley;Red;B4492;T323
PR38987;82886302;Fisher;Blue;B1144;T273
PR38988;04481767;Dugger;Blue;B5064;T336
PR38989;11502976;Courtois;Red;B2822;T176
PR38990;44389066;Holliday;White;B4228;T300
PR38991;81418324;Obrien;Red;B1759;T296
PR38992;04463469;Mitchell;Black;B5302;T277
PR38993;59532558;Lohr;Blue;B4833;T285
PR38994;79616263;Bramlett;Green;B3753;T356
PR38995;51540072;Figueiredo;Green;B3501;T191
PR38996;94508086;Bender;Blue;B3964;T268
PR38997;29484387;Fleming;Purple;B1883;T216
PR38998;22893307;Figueroa;Brown;B5521;T157
PR38999;83786097;Estelle;Blue;B5283;T345
PR39000;03066151;Craig;Blue;B3248;T238
PR39001;52223929;Martinez;Blue;B4020;T223
PR39002;43140635;Patel;Green;B5402;T329
PR39003;21007064;Bryner;Blue;B6435;T347
PR39004;51473021;Biscoe;Blue;B2954;T283
PR39005;08394662;Jacobo;Green;B3735;T260
PR39006;88566184;Jones;Blue;B4790;T333
PR39007;79272529;King;Blue;B4952;T296
PR39008;87913168;Finger;Blue;B3305;T169
PR39009;44199703;Snow;Green;B4119;T202
PR39010;23737433;Layton;Blue;B5266;T180
PR39011;90179560;Woods;Orange;B4839;T161
PR39012;74109577;Carr;Blue;B6102;T316
PR39013;97003163;Baldridge;Blue;B3928;T312
PR39014;88116020;Aguilar;Green;B6192;T282
PR39015;30521943;Mullins;Silver;B4755;T203
PR39016;76427706;Curry;Green;B4917;T221
PR39017;24519617;Frye;Orange;B4789;T239
PR39018;12303077;Guthrie;Green;B3377;T407
PR39019;97802173;Highland;Blue;B4451;T247
PR39020;32398443;Schultheis;Blue;B4626;T325
PR39021;84461142;Vigil;Silver;B4196;T279
PR39022;67484950;Ortega;Purple;B3365;T195
PR39023;28816340;Higgins;Black;B5003;T314
PR39024;01025948;Coleman;Purple;B2790;T324
PR39025;47336782;Hernandez;Blue;B4142;T187
PR39026;55615728;Schlichting;Blue;B3380;T271
PR39027;33107145;Moore;Blue;B5259;T413
PR39028;79281375;Wiggins;Blue;B3890;T296
PR39029;52264678;Schroeter;Blue;B4338;T271
PR39030;71922972;Moss;Blue;B5525;T253
PR39031;29338886;Morrow;Blue;B2073;T290
PR39032;32764122;McCorkle;White;B3601;T246
PR39033;28480258;Sanford;Blue;B2883;T203
PR39034;61795699;Reynolds;Green;B4451;T176
PR39035;02930503;Conroy;Black;B4552;T279
PR39036;66104823;Wigfall;Green;B3185;T240
PR41786;33409686;Carbone;Blue;B4593;T216
PR41787;53372893;Morgan;Blue;B4152;T297
PR41788;09992241;Brown;Blue;B2733;T266
PR41789;44977240;Hong;Black;B4783;T236
PR41790;27619112;Castaneda;Blue;B4711;T234
PR41791;24593465;Wendling;Purple;B2527;T213
PR41792;58378702;Counts;Green;B2964;T332
PR41793;74372933;Gonzalez;Green;B3570;T206
PR41794;91368544;Childress;Purple;B3896;T270
PR41795;85559494;Gowans;Black;B3068;T382
PR41796;90725532;McMorrow;Black;B2174;T165
PR41797;77302011;Cain;Silver;B4202;T245
PR41798;71190103;Banks;Blue;B3799;T412
PR41799;99276862;Alberty;Blue;B3981;T279
PR41800;28408742;Jones;Blue;B4438;T395
PR41801;96397780;Mathews;White;B4508;T228
PR41802;92538234;Carlson;Red;B5027;T235
PR41803;74642564;Saldivar;Red;B5528;T320
PR41804;10626773;Guerin;Green;B3875;T258
PR41805;12458876;Barnes;Blue;B3345;T215
PR41806;86091017;Morris;Red;B4114;T253
PR41807;07295263;Brown;Silver;B1899;T206
PR41808;92309734;Tolbert;Blue;B4426;T236
PR41809;76784498;Wright;Blue;B3515;T189
PR41810;56395645;Scott;Blue;B3547;T212
PR41811;43576972;Pang;Blue;B4905;T346
PR41812;75467439;Jurgens;Blue;B3566;T131
PR41813;32542424;Steele;Blue;B4402;T276
PR41814;05590212;Leonard;Purple;B3672;T321
PR41815;51401064;Moran;Blue;B2500;T318
PR41816;91928330;Bowman;Green;B3595;T230
PR41817;51562932;Anderson;Blue;B4192;T367
PR41818;44932580;Marcus;Orange;B4676;T182
PR41819;72396237;Atencio;Blue;B2860;T325
PR41820;58165633;Sims;Blue;B4753;T230
PR41821;96983468;Duley;Black;B5546;T166
PR41822;29281544;Sowell;Red;B3731;T265
PR41823;86381152;Mandell;Blue;B3812;T272
PR41824;40440744;Smith;Blue;B4696;T299
PR41825;16128368;Humphries;Blue;B3909;T254
PR41826;97299780;Martin;Blue;B3105;T188
PR41827;82886690;Berryman;Purple;B4353;T363
PR41828;16519004;Henderson;White;B3557;T138
PR41829;83718319;Regalado;Blue;B3907;T259
PR41830;81587322;Mercer;Orange;B2459;T177
PR41831;19781891;Cooper;Black;B4454;T210
PR41832;64412280;Wilson;Green;B4771;T281
PR41833;32020371;Maclachlan;White;B6396;T278
PR41834;03045267;Wehmeyer;Black;B3388;T275
PR41835;82940428;Brooks;Blue;B2669;T337
PR41836;76801508;Maldonado;Orange;B3010;T299
PR41837;71011970;Brazier;Blue;B6359;T397
PR41838;97570509;Aguirre;Blue;B4416;T277
PR41839;86246998;Bryant;Blue;B4766;T279
PR41840;34581231;Murphy;Blue;B4209;T240
PR41841;23521383;Mathieu;Blue;B4711;T155
PR41842;22068788;Cortez;Blue;B3661;T244
PR41843;64344750;Hugley;Blue;B5895;T254
PR41844;36829167;Pena;Blue;B3878;T307
PR41845;02155301;Perez;Blue;B2086;T250
PR41846;17566368;Smitherman;Green;B5088;T237
PR41847;83927163;Kirchner;Green;B3284;T205
PR41848;32029281;Esposito;Green;B4919;T292
PR41849;82646476;Foust;Blue;B4213;T268
PR41850;31602706;Arthur;Blue;B2995;T363
PR41851;96960085;Bello;Purple;B6435;T203
PR41852;56411195;Garner;Green;B3248;T222
PR41853;86929713;Feagin;Blue;B3612;T268
PR41854;54485449;Smith;Black;B3359;T235
PR41855;16420189;Bridge;Blue;B3984;T275
PR41856;59350112;Gatlin;Blue;B3961;T230
PR41857;35962223;Binkley;Purple;B3747;T183
PR41858;24675603;McDowell;Black;B4766;T368
PR41859;93878173;Barr;Red;B4486;T301
PR41860;80314605;Rudd;Blue;B3451;T321
PR41861;62500723;Landry;Purple;B4122;T148
PR41862;94894406;Ramsey;Orange;B2753;T196
PR41863;87887186;Williams;Blue;B5869;T356
PR41864;40717360;Jones;Blue;B3033;T220
PR41865;18043209;Knauer;Blue;B3848;T363
PR41866;53414500;Lee;Blue;B2895;T272
