"BAB,""Fazenda Taquaral"",""Brazil"",""Altfeld"",""Germany""";
"BAC,""Agen-La Garenne"",""France"",""Adin"",""United States""";
"BAD,""Aghajari"",""Iran"",""Rover"",""United States""";
"BAE,""Marutea"",""French Polynesia"",""Alge"",""United States""";
"BAF,""Mano Dayak International"",""Niger"",""Romeu Zema"",""Brazil""";
"BAG,""Agnes Water"",""Australia"",""Itaorna"",""Brazil""";
"BAH,""Fazenda Cocal"",""Brazil"",""Hospital Distrital de Abrantes heliport"",""Portugal""";
"BAI,""Abu Suwayr Air Base"",""Egypt"",""Weyerhaeuser"",""United States""";
"BAJ,""Fazenda Sao Roque"",""Brazil"",""Stapleton Field"",""United States""";
"BAK,""Aliquippa Hospital"",""United States"",""Anjajavy"",""Madagascar""";
"BAL,""Fazenda Ponte Quinha"",""Brazil"",""Douglas Flying Service Private"",""United States""";
"BAM,""Suia-Missu This airport is closed"",""Brazil"",""Gay"",""United States""";
"BAN,""Etimesgut Air Base"",""Turkey"",""Alto Garcas This airport is closed"",""Brazil""";
"BAO,""Presbyterian Hospital Of Allen"",""United States"",""Alvsbyn"",""Sweden""";
"BAP,""Auwi Airstrip"",""Papua New Guinea"",""Aarhus"",""Denmark""";
"BAQ,""ASB Bank Centre"",""New Zealand"",""Alvsbyn"",""Sweden""";
"BAR,""Hawk Nest"",""United States"",""Sri Guru Ram Dass Jee International"",""India""";
"BAS,""Andahuaylas"",""Peru"",""Esler Regional"",""United States""";
"BAT,""Alsfeld Airfield"",""Germany"",""Alliston"",""Canada""";
"BAU,""George Downer"",""United States"",""Ameghino"",""Argentina""";
"BAV,""Juan De Ayolas"",""Paraguay"",""Alta Lake"",""Canada""";
"BAW,""Apolo"",""Bolivia"",""Arsenyev Airfield"",""Russia""";
"BAX,""Marshall Field"",""United States"",""Altenburg-Nobitz"",""Germany""";
"BAY,""Flying Crown"",""United States"",""Aurangabad"",""India""";
"BAZ,""Arroyo Barril"",""Dominican Republic"",""Centre Hospitalier de l'agglomeration Montargeoise"",""France""";
"BBA,""Sri Guru Ram Dass Jee International"",""India"",""Fazenda Taquaral"",""Brazil""";
"BBB,""Medical College of Georgia"",""United States"",""RAF Abingdon"",""United Kingdom""";
"BBC,""Goldfield Ghost Town"",""United States"",""El Moriche"",""Colombia""";
"BBD,""Andalgala"",""Argentina"",""La Abraq"",""Libya""";
"BBE,""Anadarko Municipal"",""United States"",""Acaricuara"",""Colombia""";
"BBF,""Armington"",""United States"",""Arcachon-La Teste-de-Buch"",""France""";
"BBG,""Walkinshaw"",""United States"",""Awassa"",""Ethiopia""";
"BBH,""Glascock"",""United States"",""Aliwal North"",""South Africa""";
"BBI,""Wesinger Ranch"",""United States"",""Abadeh"",""Iran""";
"BBJ,""Santa Fe River Ranch"",""United States"",""Abbottabad"",""Pakistan""";
"BBK,""Alasehir"",""Turkey"",""Aerotecnica"",""Venezuela""";
"BBL,""Alto Ipare"",""Venezuela"",""Gunner Field"",""United States""";
"BBM,""Technology Park"",""United States"",""Buiksloot Airfield This airport is closed"",""Netherlands""";
"BBN,""Thomas Ranch"",""United States"",""Asinuwa Airstrip"",""Papua New Guinea""";
"BBO,""Amderma"",""Russia"",""Fazenda Rancho Alegre"",""Brazil""";
"BBP,""Fazenda Arapucel"",""Brazil"",""Luscombe Acres"",""United States""";
"BBQ,""Ambohijanahary"",""Madagascar"",""Dorothy Roeber Memorial"",""United States""";
"BBR,""Albany NAS"",""United States"",""Captain Auguste George"",""British Virgin Islands""";
"BBS,""Araguay Mujo"",""Venezuela"",""Wilcox Field"",""United States""";
"BBT,""Antsalova"",""Madagascar"",""Skypad"",""United States""";
"BBU,""Sandnessjoen (Stokka)"",""Norway"",""KRQE This airport is closed"",""United States""";
"BBV,""Atikokan General Hospital Helipad"",""Canada"",""Ilha dos Porcos Grandes"",""Brazil""";
"BBW,""Alexandra"",""New Zealand"",""Akutan Seaplane Base"",""United States""";
"BBX,""Apostoles"",""Argentina"",""Casco Cove Coast Guard Station This airport is closed"",""United States""";
"BBY,""Strawberry Valley Estates"",""United States"",""Angoram"",""Papua New Guinea""";
"BBZ,""USN Heliport"",""United States"",""Fazenda Rancho Alegre"",""Brazil""";
"BCA,""Aerogalo"",""Brazil"",""Ashworth"",""United States""";
"BCB,""Steeplechase Pier"",""United States"",""Arufi Airstrip"",""Papua New Guinea""";
"BCC,""Alton Bay Seaplane Base"",""United States"",""RAF Abingdon"",""United Kingdom""";
"BCD,""Eagle Landing"",""United States"",""Pajonales"",""Colombia""";
"BCE,""Carter"",""United States"",""Fazenda Santa Emilia"",""Brazil""";
"BCF,""Arad"",""Israel"",""Abbeyshrule Aerodrome"",""Ireland""";
"BCG,""Auca"",""Honduras"",""Amreli Airstrip"",""India""";
"BCH,""Anduki"",""Brunei"",""Altus Quartz Mountain Regional"",""United States""";
"BCI,""Elmendorf Hospital"",""United States"",""Asahikawa"",""Japan""";
"BCJ,""Winfield Airpark"",""United States"",""Ailertchen"",""Germany""";
"BCK,""Canton Island"",""Kiribati"",""Fazenda Santa Marcia"",""Brazil""";
"BCL,""Calima"",""Colombia"",""B & V Flying Ranch"",""United States""";
"BCM,""Calima"",""Colombia"",""Abbse"",""Yemen""";
"BCN,""Maguinhos"",""Brazil"",""Aruba"",""Kenya""";
"BCO,""Nashs"",""United States"",""Abemama Atoll"",""Kiribati""";
"BCP,""Teramiranda"",""United States"",""Fazenda Adriana"",""Brazil""";
"BCQ,""Almaty"",""Kazakhstan"",""Ilha do Cavaco"",""Brazil""";
"BCR,""Abbotsford"",""Canada"",""Praia do Algodao"",""Brazil""";
"BCS,""Alpena County Regional"",""United States"",""Fazenda Dos Sonhos"",""Brazil""";
"BCT,""Dekalb Police Dept"",""United States"",""Monte Alto"",""Costa Rica""";
"BCU,""Fazenda Ipanema"",""Brazil"",""Cherif Al Idrissi"",""Morocco""";
"BCV,""Armavir Air Base"",""Russia"",""Bristol Field This airport is closed"",""Canada""";
"BCW,""Spasskoye/Akbash This airport is closed"",""Kyrgyzstan"",""Apolo"",""Bolivia""";
"BCX,""Aleg"",""Mauritania"",""Athens Emergency Med-Evac"",""United States""";
"BCY,""Donald Alfred Gade"",""United States"",""PCH Buriti"",""Brazil""";
"BCZ,""Ackerman Choctaw County"",""United States"",""Altotting Airfield"",""Germany""";
"BDA,""Unguia"",""Colombia"",""Libby Camps Seaplane Base"",""United States""";
"BDB,""Anaco"",""Venezuela"",""Augsburg"",""Germany""";
"BDC,""Anapa Vityazevo"",""Russia"",""Fazenda Alianca"",""Brazil""";
"BDD,""Asbury Park Neptune Air Terminal This airport is closed"",""United States"",""Atbasar"",""Kazakhstan""";
"BDE,""Aseki"",""Papua New Guinea"",""Fazenda Arco de Canto"",""Brazil""";
"BDF,""AUTEC"",""Bahamas"",""Uraricoera"",""Brazil""";
"BDG,""Albstadt-Degerfeld"",""Germany"",""Kvue-Tv"",""United States""";
"BDH,""Amparafaravola"",""Madagascar"",""Avranches Le Val St Pere"",""France""";
"BDI,""Fagali'i"",""Samoa"",""Fairview"",""United States""";
"BDJ,""Addis Ababa Bole International"",""Ethiopia"",""Arroio Grande"",""Brazil""";
"BDK,""Altai"",""Mongolia"",""Fazenda Mutum"",""Brazil""";
"BDL,""Abzakovo Helipad"",""Russia"",""Sao Raimundo II"",""Brazil""";
"BDM,""Aarhus"",""Denmark"",""Aljouf"",""Yemen""";
"BDN,""Fazenda Cristalino"",""Brazil"",""Langlade Memorial Hospital"",""United States""";
"BDO,""Vesthimmerlands Flyveplads"",""Denmark"",""Atoka Municipal"",""United States""";
"BDP,""Anniston AHP (Anniston Army Depot)"",""United States"",""Amanab"",""Papua New Guinea""";
"BDQ,""Amambai"",""Brazil"",""Compressor Station 2207"",""United States""";
"BDR,""Fazenda Itumbiara"",""Brazil"",""Perekop Airfield This airport is closed"",""Ukraine""";
"BDS,""Farington Field"",""United States"",""Andkhoi"",""Afghanistan""";
"BDT,""Centre Hospitalier Universitaire Nord"",""France"",""Baptist St Anthony's Hospital"",""United States""";
"BDU,""Pay Jay Nr 1"",""United States"",""Perekop Airfield This airport is closed"",""Ukraine""";
"BDV,""Curujujul"",""Venezuela"",""Still Meadows Helistop"",""United States""";
"BDW,""Piney Creek"",""United States"",""Antsirabe"",""Madagascar""";
"BDX,""San Luis Valley Regional Bergman Field"",""United States"",""Niue International"",""Niue""";
"BDY,""Avno Air Base This airport is closed"",""Denmark"",""Alakanuk"",""United States""";
"BDZ,""Araripina"",""Brazil"",""John F Kennedy Memorial"",""United States""";
"BEA,""das Quaresmas"",""Brazil"",""Longwell This airport is closed"",""United States""";
"BEB,""Andkhoi"",""Afghanistan"",""Box Butte General Hospital Med-I-Port"",""United States""";
"BEC,""Anvik"",""United States"",""Araracuara"",""Colombia""";
"BED,""Wolford's"",""United States"",""Ascot Racecourse"",""United Kingdom""";
"BEE,""Stub's Field"",""United States"",""Fazenda Itumbiara"",""Brazil""";
"BEF,""Fazenda Sete Ilhas"",""Brazil"",""Jfk Medical Center"",""United States""";
"BEG,""Angwin Parrett Field"",""United States"",""Fazenda Frances"",""Brazil""";
"BEH,""Agartala"",""India"",""Anderstorp"",""Sweden""";
"BEI,""Ahlhorn Air Force Base This airport is closed"",""Germany"",""Crawford W. Long Memorial Hospital"",""United States""";
"BEJ,""In Amenas"",""Algeria"",""American Falls"",""United States""";
"BEK,""Beaver Ruin"",""United States"",""Alsfeld Airfield"",""Germany""";
"BEL,""Ascot Racecourse"",""United Kingdom"",""Crawford W. Long Memorial Hospital"",""United States""";
"BEM,""Old Acton Airfield"",""United States"",""Armidale"",""Australia""";
"BEN,""Bergen Airfield This airport is closed"",""Netherlands"",""Termoacu"",""Brazil""";
"BEO,""Abong M'bang"",""Cameroon"",""Rothrock Field"",""United States""";
"BEP,""Carlton Moor Airfield"",""United Kingdom"",""Anvik Seaplane Base"",""United States""";
"BEQ,""Fazenda do Limao"",""Brazil"",""O'Bleness Memorial Hospital"",""United States""";
"BER,""Arbra"",""Sweden"",""Anaco"",""Venezuela""";
"BES,""Randolph Hospital"",""United States"",""Aris Landrig Strip"",""Namibia""";
